name,team,age,year
Albanese Vincenzo,Bardiani - CSF,20,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Rota Lorenzo,Bardiani - CSF,21,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Rota Lorenzo,Bardiani - CSF,21,2017
Rodríguez Cristián,Wilier Triestina - Selle Italia,22,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Rota Lorenzo,Bardiani - CSF,21,2017
Rodríguez Cristián,Wilier Triestina - Selle Italia,22,2017
Ciccone Giulio,Bardiani - CSF,22,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Rota Lorenzo,Bardiani - CSF,21,2017
Rodríguez Cristián,Wilier Triestina - Selle Italia,22,2017
Ciccone Giulio,Bardiani - CSF,22,2017
Mamykin Matvey,Team Katusha Alpecin,22,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Rota Lorenzo,Bardiani - CSF,21,2017
Rodríguez Cristián,Wilier Triestina - Selle Italia,22,2017
Ciccone Giulio,Bardiani - CSF,22,2017
Mamykin Matvey,Team Katusha Alpecin,22,2017
Mohorič Matej,UAE Team Emirates,22,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Rota Lorenzo,Bardiani - CSF,21,2017
Rodríguez Cristián,Wilier Triestina - Selle Italia,22,2017
Ciccone Giulio,Bardiani - CSF,22,2017
Mamykin Matvey,Team Katusha Alpecin,22,2017
Mohorič Matej,UAE Team Emirates,22,2017
Gaviria Fernando,Quick-Step Floors,22,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Rota Lorenzo,Bardiani - CSF,21,2017
Rodríguez Cristián,Wilier Triestina - Selle Italia,22,2017
Ciccone Giulio,Bardiani - CSF,22,2017
Mamykin Matvey,Team Katusha Alpecin,22,2017
Mohorič Matej,UAE Team Emirates,22,2017
Gaviria Fernando,Quick-Step Floors,22,2017
Gibbons Ryan,Team Dimension Data,22,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Rota Lorenzo,Bardiani - CSF,21,2017
Rodríguez Cristián,Wilier Triestina - Selle Italia,22,2017
Ciccone Giulio,Bardiani - CSF,22,2017
Mamykin Matvey,Team Katusha Alpecin,22,2017
Mohorič Matej,UAE Team Emirates,22,2017
Gaviria Fernando,Quick-Step Floors,22,2017
Gibbons Ryan,Team Dimension Data,22,2017
Ewan Caleb,ORICA-Scott,22,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Rota Lorenzo,Bardiani - CSF,21,2017
Rodríguez Cristián,Wilier Triestina - Selle Italia,22,2017
Ciccone Giulio,Bardiani - CSF,22,2017
Mamykin Matvey,Team Katusha Alpecin,22,2017
Mohorič Matej,UAE Team Emirates,22,2017
Gaviria Fernando,Quick-Step Floors,22,2017
Gibbons Ryan,Team Dimension Data,22,2017
Ewan Caleb,ORICA-Scott,22,2017
Carthy Hugh,Cannondale-Drapac Pro Cycling Team,22,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Rota Lorenzo,Bardiani - CSF,21,2017
Rodríguez Cristián,Wilier Triestina - Selle Italia,22,2017
Ciccone Giulio,Bardiani - CSF,22,2017
Mamykin Matvey,Team Katusha Alpecin,22,2017
Mohorič Matej,UAE Team Emirates,22,2017
Gaviria Fernando,Quick-Step Floors,22,2017
Gibbons Ryan,Team Dimension Data,22,2017
Ewan Caleb,ORICA-Scott,22,2017
Carthy Hugh,Cannondale-Drapac Pro Cycling Team,22,2017
Bauhaus Phil,Team Sunweb,22,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Rota Lorenzo,Bardiani - CSF,21,2017
Rodríguez Cristián,Wilier Triestina - Selle Italia,22,2017
Ciccone Giulio,Bardiani - CSF,22,2017
Mamykin Matvey,Team Katusha Alpecin,22,2017
Mohorič Matej,UAE Team Emirates,22,2017
Gaviria Fernando,Quick-Step Floors,22,2017
Gibbons Ryan,Team Dimension Data,22,2017
Ewan Caleb,ORICA-Scott,22,2017
Carthy Hugh,Cannondale-Drapac Pro Cycling Team,22,2017
Bauhaus Phil,Team Sunweb,22,2017
Ravasi Edward,UAE Team Emirates,22,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Rota Lorenzo,Bardiani - CSF,21,2017
Rodríguez Cristián,Wilier Triestina - Selle Italia,22,2017
Ciccone Giulio,Bardiani - CSF,22,2017
Mamykin Matvey,Team Katusha Alpecin,22,2017
Mohorič Matej,UAE Team Emirates,22,2017
Gaviria Fernando,Quick-Step Floors,22,2017
Gibbons Ryan,Team Dimension Data,22,2017
Ewan Caleb,ORICA-Scott,22,2017
Carthy Hugh,Cannondale-Drapac Pro Cycling Team,22,2017
Bauhaus Phil,Team Sunweb,22,2017
Ravasi Edward,UAE Team Emirates,22,2017
Mareczko Jakub,Wilier Triestina - Selle Italia,23,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Rota Lorenzo,Bardiani - CSF,21,2017
Rodríguez Cristián,Wilier Triestina - Selle Italia,22,2017
Ciccone Giulio,Bardiani - CSF,22,2017
Mamykin Matvey,Team Katusha Alpecin,22,2017
Mohorič Matej,UAE Team Emirates,22,2017
Gaviria Fernando,Quick-Step Floors,22,2017
Gibbons Ryan,Team Dimension Data,22,2017
Ewan Caleb,ORICA-Scott,22,2017
Carthy Hugh,Cannondale-Drapac Pro Cycling Team,22,2017
Bauhaus Phil,Team Sunweb,22,2017
Ravasi Edward,UAE Team Emirates,22,2017
Mareczko Jakub,Wilier Triestina - Selle Italia,23,2017
Jauregui Quentin,AG2R La Mondiale,23,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Rota Lorenzo,Bardiani - CSF,21,2017
Rodríguez Cristián,Wilier Triestina - Selle Italia,22,2017
Ciccone Giulio,Bardiani - CSF,22,2017
Mamykin Matvey,Team Katusha Alpecin,22,2017
Mohorič Matej,UAE Team Emirates,22,2017
Gaviria Fernando,Quick-Step Floors,22,2017
Gibbons Ryan,Team Dimension Data,22,2017
Ewan Caleb,ORICA-Scott,22,2017
Carthy Hugh,Cannondale-Drapac Pro Cycling Team,22,2017
Bauhaus Phil,Team Sunweb,22,2017
Ravasi Edward,UAE Team Emirates,22,2017
Mareczko Jakub,Wilier Triestina - Selle Italia,23,2017
Jauregui Quentin,AG2R La Mondiale,23,2017
Mühlberger Gregor,BORA - hansgrohe,23,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Rota Lorenzo,Bardiani - CSF,21,2017
Rodríguez Cristián,Wilier Triestina - Selle Italia,22,2017
Ciccone Giulio,Bardiani - CSF,22,2017
Mamykin Matvey,Team Katusha Alpecin,22,2017
Mohorič Matej,UAE Team Emirates,22,2017
Gaviria Fernando,Quick-Step Floors,22,2017
Gibbons Ryan,Team Dimension Data,22,2017
Ewan Caleb,ORICA-Scott,22,2017
Carthy Hugh,Cannondale-Drapac Pro Cycling Team,22,2017
Bauhaus Phil,Team Sunweb,22,2017
Ravasi Edward,UAE Team Emirates,22,2017
Mareczko Jakub,Wilier Triestina - Selle Italia,23,2017
Jauregui Quentin,AG2R La Mondiale,23,2017
Mühlberger Gregor,BORA - hansgrohe,23,2017
Großschartner Felix,CCC Sprandi Polkowice ,23,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Rota Lorenzo,Bardiani - CSF,21,2017
Rodríguez Cristián,Wilier Triestina - Selle Italia,22,2017
Ciccone Giulio,Bardiani - CSF,22,2017
Mamykin Matvey,Team Katusha Alpecin,22,2017
Mohorič Matej,UAE Team Emirates,22,2017
Gaviria Fernando,Quick-Step Floors,22,2017
Gibbons Ryan,Team Dimension Data,22,2017
Ewan Caleb,ORICA-Scott,22,2017
Carthy Hugh,Cannondale-Drapac Pro Cycling Team,22,2017
Bauhaus Phil,Team Sunweb,22,2017
Ravasi Edward,UAE Team Emirates,22,2017
Mareczko Jakub,Wilier Triestina - Selle Italia,23,2017
Jauregui Quentin,AG2R La Mondiale,23,2017
Mühlberger Gregor,BORA - hansgrohe,23,2017
Großschartner Felix,CCC Sprandi Polkowice ,23,2017
Edmondson Alex,ORICA-Scott,23,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Rota Lorenzo,Bardiani - CSF,21,2017
Rodríguez Cristián,Wilier Triestina - Selle Italia,22,2017
Ciccone Giulio,Bardiani - CSF,22,2017
Mamykin Matvey,Team Katusha Alpecin,22,2017
Mohorič Matej,UAE Team Emirates,22,2017
Gaviria Fernando,Quick-Step Floors,22,2017
Gibbons Ryan,Team Dimension Data,22,2017
Ewan Caleb,ORICA-Scott,22,2017
Carthy Hugh,Cannondale-Drapac Pro Cycling Team,22,2017
Bauhaus Phil,Team Sunweb,22,2017
Ravasi Edward,UAE Team Emirates,22,2017
Mareczko Jakub,Wilier Triestina - Selle Italia,23,2017
Jauregui Quentin,AG2R La Mondiale,23,2017
Mühlberger Gregor,BORA - hansgrohe,23,2017
Großschartner Felix,CCC Sprandi Polkowice ,23,2017
Edmondson Alex,ORICA-Scott,23,2017
De Buyst Jasper,Lotto Soudal,23,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Rota Lorenzo,Bardiani - CSF,21,2017
Rodríguez Cristián,Wilier Triestina - Selle Italia,22,2017
Ciccone Giulio,Bardiani - CSF,22,2017
Mamykin Matvey,Team Katusha Alpecin,22,2017
Mohorič Matej,UAE Team Emirates,22,2017
Gaviria Fernando,Quick-Step Floors,22,2017
Gibbons Ryan,Team Dimension Data,22,2017
Ewan Caleb,ORICA-Scott,22,2017
Carthy Hugh,Cannondale-Drapac Pro Cycling Team,22,2017
Bauhaus Phil,Team Sunweb,22,2017
Ravasi Edward,UAE Team Emirates,22,2017
Mareczko Jakub,Wilier Triestina - Selle Italia,23,2017
Jauregui Quentin,AG2R La Mondiale,23,2017
Mühlberger Gregor,BORA - hansgrohe,23,2017
Großschartner Felix,CCC Sprandi Polkowice ,23,2017
Edmondson Alex,ORICA-Scott,23,2017
De Buyst Jasper,Lotto Soudal,23,2017
Pibernik Luka,Bahrain Merida Pro Cycling Team,23,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Rota Lorenzo,Bardiani - CSF,21,2017
Rodríguez Cristián,Wilier Triestina - Selle Italia,22,2017
Ciccone Giulio,Bardiani - CSF,22,2017
Mamykin Matvey,Team Katusha Alpecin,22,2017
Mohorič Matej,UAE Team Emirates,22,2017
Gaviria Fernando,Quick-Step Floors,22,2017
Gibbons Ryan,Team Dimension Data,22,2017
Ewan Caleb,ORICA-Scott,22,2017
Carthy Hugh,Cannondale-Drapac Pro Cycling Team,22,2017
Bauhaus Phil,Team Sunweb,22,2017
Ravasi Edward,UAE Team Emirates,22,2017
Mareczko Jakub,Wilier Triestina - Selle Italia,23,2017
Jauregui Quentin,AG2R La Mondiale,23,2017
Mühlberger Gregor,BORA - hansgrohe,23,2017
Großschartner Felix,CCC Sprandi Polkowice ,23,2017
Edmondson Alex,ORICA-Scott,23,2017
De Buyst Jasper,Lotto Soudal,23,2017
Pibernik Luka,Bahrain Merida Pro Cycling Team,23,2017
Andreetta Simone,Bardiani - CSF,23,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Rota Lorenzo,Bardiani - CSF,21,2017
Rodríguez Cristián,Wilier Triestina - Selle Italia,22,2017
Ciccone Giulio,Bardiani - CSF,22,2017
Mamykin Matvey,Team Katusha Alpecin,22,2017
Mohorič Matej,UAE Team Emirates,22,2017
Gaviria Fernando,Quick-Step Floors,22,2017
Gibbons Ryan,Team Dimension Data,22,2017
Ewan Caleb,ORICA-Scott,22,2017
Carthy Hugh,Cannondale-Drapac Pro Cycling Team,22,2017
Bauhaus Phil,Team Sunweb,22,2017
Ravasi Edward,UAE Team Emirates,22,2017
Mareczko Jakub,Wilier Triestina - Selle Italia,23,2017
Jauregui Quentin,AG2R La Mondiale,23,2017
Mühlberger Gregor,BORA - hansgrohe,23,2017
Großschartner Felix,CCC Sprandi Polkowice ,23,2017
Edmondson Alex,ORICA-Scott,23,2017
De Buyst Jasper,Lotto Soudal,23,2017
Pibernik Luka,Bahrain Merida Pro Cycling Team,23,2017
Andreetta Simone,Bardiani - CSF,23,2017
Amezqueta Julen,Wilier Triestina - Selle Italia,23,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Rota Lorenzo,Bardiani - CSF,21,2017
Rodríguez Cristián,Wilier Triestina - Selle Italia,22,2017
Ciccone Giulio,Bardiani - CSF,22,2017
Mamykin Matvey,Team Katusha Alpecin,22,2017
Mohorič Matej,UAE Team Emirates,22,2017
Gaviria Fernando,Quick-Step Floors,22,2017
Gibbons Ryan,Team Dimension Data,22,2017
Ewan Caleb,ORICA-Scott,22,2017
Carthy Hugh,Cannondale-Drapac Pro Cycling Team,22,2017
Bauhaus Phil,Team Sunweb,22,2017
Ravasi Edward,UAE Team Emirates,22,2017
Mareczko Jakub,Wilier Triestina - Selle Italia,23,2017
Jauregui Quentin,AG2R La Mondiale,23,2017
Mühlberger Gregor,BORA - hansgrohe,23,2017
Großschartner Felix,CCC Sprandi Polkowice ,23,2017
Edmondson Alex,ORICA-Scott,23,2017
De Buyst Jasper,Lotto Soudal,23,2017
Pibernik Luka,Bahrain Merida Pro Cycling Team,23,2017
Andreetta Simone,Bardiani - CSF,23,2017
Amezqueta Julen,Wilier Triestina - Selle Italia,23,2017
Henao Sebastián,Team Sky,23,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Rota Lorenzo,Bardiani - CSF,21,2017
Rodríguez Cristián,Wilier Triestina - Selle Italia,22,2017
Ciccone Giulio,Bardiani - CSF,22,2017
Mamykin Matvey,Team Katusha Alpecin,22,2017
Mohorič Matej,UAE Team Emirates,22,2017
Gaviria Fernando,Quick-Step Floors,22,2017
Gibbons Ryan,Team Dimension Data,22,2017
Ewan Caleb,ORICA-Scott,22,2017
Carthy Hugh,Cannondale-Drapac Pro Cycling Team,22,2017
Bauhaus Phil,Team Sunweb,22,2017
Ravasi Edward,UAE Team Emirates,22,2017
Mareczko Jakub,Wilier Triestina - Selle Italia,23,2017
Jauregui Quentin,AG2R La Mondiale,23,2017
Mühlberger Gregor,BORA - hansgrohe,23,2017
Großschartner Felix,CCC Sprandi Polkowice ,23,2017
Edmondson Alex,ORICA-Scott,23,2017
De Buyst Jasper,Lotto Soudal,23,2017
Pibernik Luka,Bahrain Merida Pro Cycling Team,23,2017
Andreetta Simone,Bardiani - CSF,23,2017
Amezqueta Julen,Wilier Triestina - Selle Italia,23,2017
Henao Sebastián,Team Sky,23,2017
Martinelli Davide,Quick-Step Floors,23,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Rota Lorenzo,Bardiani - CSF,21,2017
Rodríguez Cristián,Wilier Triestina - Selle Italia,22,2017
Ciccone Giulio,Bardiani - CSF,22,2017
Mamykin Matvey,Team Katusha Alpecin,22,2017
Mohorič Matej,UAE Team Emirates,22,2017
Gaviria Fernando,Quick-Step Floors,22,2017
Gibbons Ryan,Team Dimension Data,22,2017
Ewan Caleb,ORICA-Scott,22,2017
Carthy Hugh,Cannondale-Drapac Pro Cycling Team,22,2017
Bauhaus Phil,Team Sunweb,22,2017
Ravasi Edward,UAE Team Emirates,22,2017
Mareczko Jakub,Wilier Triestina - Selle Italia,23,2017
Jauregui Quentin,AG2R La Mondiale,23,2017
Mühlberger Gregor,BORA - hansgrohe,23,2017
Großschartner Felix,CCC Sprandi Polkowice ,23,2017
Edmondson Alex,ORICA-Scott,23,2017
De Buyst Jasper,Lotto Soudal,23,2017
Pibernik Luka,Bahrain Merida Pro Cycling Team,23,2017
Andreetta Simone,Bardiani - CSF,23,2017
Amezqueta Julen,Wilier Triestina - Selle Italia,23,2017
Henao Sebastián,Team Sky,23,2017
Martinelli Davide,Quick-Step Floors,23,2017
Petilli Simone,UAE Team Emirates,24,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Rota Lorenzo,Bardiani - CSF,21,2017
Rodríguez Cristián,Wilier Triestina - Selle Italia,22,2017
Ciccone Giulio,Bardiani - CSF,22,2017
Mamykin Matvey,Team Katusha Alpecin,22,2017
Mohorič Matej,UAE Team Emirates,22,2017
Gaviria Fernando,Quick-Step Floors,22,2017
Gibbons Ryan,Team Dimension Data,22,2017
Ewan Caleb,ORICA-Scott,22,2017
Carthy Hugh,Cannondale-Drapac Pro Cycling Team,22,2017
Bauhaus Phil,Team Sunweb,22,2017
Ravasi Edward,UAE Team Emirates,22,2017
Mareczko Jakub,Wilier Triestina - Selle Italia,23,2017
Jauregui Quentin,AG2R La Mondiale,23,2017
Mühlberger Gregor,BORA - hansgrohe,23,2017
Großschartner Felix,CCC Sprandi Polkowice ,23,2017
Edmondson Alex,ORICA-Scott,23,2017
De Buyst Jasper,Lotto Soudal,23,2017
Pibernik Luka,Bahrain Merida Pro Cycling Team,23,2017
Andreetta Simone,Bardiani - CSF,23,2017
Amezqueta Julen,Wilier Triestina - Selle Italia,23,2017
Henao Sebastián,Team Sky,23,2017
Martinelli Davide,Quick-Step Floors,23,2017
Petilli Simone,UAE Team Emirates,24,2017
Lunke Sindre,Team Sunweb,24,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Rota Lorenzo,Bardiani - CSF,21,2017
Rodríguez Cristián,Wilier Triestina - Selle Italia,22,2017
Ciccone Giulio,Bardiani - CSF,22,2017
Mamykin Matvey,Team Katusha Alpecin,22,2017
Mohorič Matej,UAE Team Emirates,22,2017
Gaviria Fernando,Quick-Step Floors,22,2017
Gibbons Ryan,Team Dimension Data,22,2017
Ewan Caleb,ORICA-Scott,22,2017
Carthy Hugh,Cannondale-Drapac Pro Cycling Team,22,2017
Bauhaus Phil,Team Sunweb,22,2017
Ravasi Edward,UAE Team Emirates,22,2017
Mareczko Jakub,Wilier Triestina - Selle Italia,23,2017
Jauregui Quentin,AG2R La Mondiale,23,2017
Mühlberger Gregor,BORA - hansgrohe,23,2017
Großschartner Felix,CCC Sprandi Polkowice ,23,2017
Edmondson Alex,ORICA-Scott,23,2017
De Buyst Jasper,Lotto Soudal,23,2017
Pibernik Luka,Bahrain Merida Pro Cycling Team,23,2017
Andreetta Simone,Bardiani - CSF,23,2017
Amezqueta Julen,Wilier Triestina - Selle Italia,23,2017
Henao Sebastián,Team Sky,23,2017
Martinelli Davide,Quick-Step Floors,23,2017
Petilli Simone,UAE Team Emirates,24,2017
Lunke Sindre,Team Sunweb,24,2017
Conti Valerio,UAE Team Emirates,24,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Rota Lorenzo,Bardiani - CSF,21,2017
Rodríguez Cristián,Wilier Triestina - Selle Italia,22,2017
Ciccone Giulio,Bardiani - CSF,22,2017
Mamykin Matvey,Team Katusha Alpecin,22,2017
Mohorič Matej,UAE Team Emirates,22,2017
Gaviria Fernando,Quick-Step Floors,22,2017
Gibbons Ryan,Team Dimension Data,22,2017
Ewan Caleb,ORICA-Scott,22,2017
Carthy Hugh,Cannondale-Drapac Pro Cycling Team,22,2017
Bauhaus Phil,Team Sunweb,22,2017
Ravasi Edward,UAE Team Emirates,22,2017
Mareczko Jakub,Wilier Triestina - Selle Italia,23,2017
Jauregui Quentin,AG2R La Mondiale,23,2017
Mühlberger Gregor,BORA - hansgrohe,23,2017
Großschartner Felix,CCC Sprandi Polkowice ,23,2017
Edmondson Alex,ORICA-Scott,23,2017
De Buyst Jasper,Lotto Soudal,23,2017
Pibernik Luka,Bahrain Merida Pro Cycling Team,23,2017
Andreetta Simone,Bardiani - CSF,23,2017
Amezqueta Julen,Wilier Triestina - Selle Italia,23,2017
Henao Sebastián,Team Sky,23,2017
Martinelli Davide,Quick-Step Floors,23,2017
Petilli Simone,UAE Team Emirates,24,2017
Lunke Sindre,Team Sunweb,24,2017
Conti Valerio,UAE Team Emirates,24,2017
Verona Carlos,ORICA-Scott,24,2017
Albanese Vincenzo,Bardiani - CSF,20,2017
Martínez Daniel Felipe,Wilier Triestina - Selle Italia,21,2017
Pedersen Mads,Trek - Segafredo,21,2017
De Plus Laurens,Quick-Step Floors,21,2017
Schlegel Michal,CCC Sprandi Polkowice ,21,2017
Rota Lorenzo,Bardiani - CSF,21,2017
Rodríguez Cristián,Wilier Triestina - Selle Italia,22,2017
Ciccone Giulio,Bardiani - CSF,22,2017
Mamykin Matvey,Team Katusha Alpecin,22,2017
Mohorič Matej,UAE Team Emirates,22,2017
Gaviria Fernando,Quick-Step Floors,22,2017
Gibbons Ryan,Team Dimension Data,22,2017
Ewan Caleb,ORICA-Scott,22,2017
Carthy Hugh,Cannondale-Drapac Pro Cycling Team,22,2017
Bauhaus Phil,Team Sunweb,22,2017
Ravasi Edward,UAE Team Emirates,22,2017
Mareczko Jakub,Wilier Triestina - Selle Italia,23,2017
Jauregui Quentin,AG2R La Mondiale,23,2017
Mühlberger Gregor,BORA - hansgrohe,23,2017
Großschartner Felix,CCC Sprandi Polkowice ,23,2017
Edmondson Alex,ORICA-Scott,23,2017
De Buyst Jasper,Lotto Soudal,23,2017
Pibernik Luka,Bahrain Merida Pro Cycling Team,23,2017
Andreetta Simone,Bardiani - CSF,23,2017
Amezqueta Julen,Wilier Triestina - Selle Italia,23,2017
Henao Sebastián,Team Sky,23,2017
Martinelli Davide,Quick-Step Floors,23,2017
Petilli Simone,UAE Team Emirates,24,2017
Lunke Sindre,Team Sunweb,24,2017
Conti Valerio,UAE Team Emirates,24,2017
